?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CHEBI_30687>	<http://www.w3.org/2000/01/rdf-schema#label>	"osmium atom"	
<https://w3id.org/pmd/co/PMD_0020153>	<http://www.w3.org/2000/01/rdf-schema#label>	"technical system"@en	
<https://w3id.org/pmd/co/PMD_0050013>	<http://www.w3.org/2000/01/rdf-schema#label>	"polyvinyl chloride"@en	
<https://w3id.org/pmd/co/PMD_0000602>	<http://www.w3.org/2000/01/rdf-schema#label>	"device"@en	
<https://w3id.org/pmd/co/PMD_0000602>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gerät"@de	
<https://w3id.org/pmd/co/PMD_0000825>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnetic property"@en	
<https://w3id.org/pmd/co/PMD_0000663>	<http://www.w3.org/2000/01/rdf-schema#label>	"crystal grain"@en	
<https://w3id.org/pmd/co/PMD_0000663>	<http://www.w3.org/2000/01/rdf-schema#label>	"Korn"@de	
<https://w3id.org/pmd/co/PMD_0000811>	<http://www.w3.org/2000/01/rdf-schema#label>	"joining device"@en	
<https://w3id.org/pmd/co/PMD_0000811>	<http://www.w3.org/2000/01/rdf-schema#label>	"Verbindungsgerät"@de	
<https://w3id.org/pmd/co/PMD_0000929>	<http://www.w3.org/2000/01/rdf-schema#label>	"shear testing process"@en	
<https://w3id.org/pmd/co/PMD_0000929>	<http://www.w3.org/2000/01/rdf-schema#label>	"Schubprüfverfahren"@de	
<https://w3id.org/pmd/co/PMD_0000880>	<http://www.w3.org/2000/01/rdf-schema#label>	"passing of time"@en	
<https://w3id.org/pmd/co/PMD_0000960>	<http://www.w3.org/2000/01/rdf-schema#label>	"subject of calibration role"@en	
<https://w3id.org/pmd/co/PMD_0000960>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kalibrierungsgegenstandsrolle"@de	
<https://w3id.org/pmd/co/PMD_0000505>	<http://www.w3.org/2000/01/rdf-schema#label>	"accoustic absorption coefficient"@en	
<https://w3id.org/pmd/co/PMD_0000544>	<http://www.w3.org/2000/01/rdf-schema#label>	"caliper"@en	
<https://w3id.org/pmd/co/PMD_0000544>	<http://www.w3.org/2000/01/rdf-schema#label>	"Messschieber"@de	
<https://w3id.org/pmd/co/PMD_0020039>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of cobalt"@en	
<https://w3id.org/pmd/co/PMD_0000959>	<http://www.w3.org/2000/01/rdf-schema#label>	"subject of adjustment role"@en	
<https://w3id.org/pmd/co/PMD_0000959>	<http://www.w3.org/2000/01/rdf-schema#label>	"Einstellungsgegenstandsrolle"@de	
<https://w3id.org/pmd/co/PMD_0000945>	<http://www.w3.org/2000/01/rdf-schema#label>	"spectroscopy process"@en	
<https://w3id.org/pmd/co/PMD_0000945>	<http://www.w3.org/2000/01/rdf-schema#label>	"Spektroskopie Verfahren"@de	
<https://w3id.org/pmd/co/PMD_0020070>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of xenon"@en	
<https://w3id.org/pmd/co/PMD_0020105>	<http://www.w3.org/2000/01/rdf-schema#label>	"mineral"@en	
<http://purl.obolibrary.org/obo/CHEBI_33380>	<http://www.w3.org/2000/01/rdf-schema#label>	"thulium atom"	
<https://w3id.org/pmd/co/PMD_0000530>	<http://www.w3.org/2000/01/rdf-schema#label>	"bending testing process"@en	
<https://w3id.org/pmd/co/PMD_0000530>	<http://www.w3.org/2000/01/rdf-schema#label>	"Biegeprüfverfahren"@de	
<http://purl.obolibrary.org/obo/CHEBI_33379>	<http://www.w3.org/2000/01/rdf-schema#label>	"erbium"	
<https://w3id.org/pmd/co/PMD_0000610>	<http://www.w3.org/2000/01/rdf-schema#label>	"dimension measuring function"@en	
<https://w3id.org/pmd/co/PMD_0000610>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dimensionierungsfunktion"@de	
<https://w3id.org/pmd/co/PMD_0020055>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of bohrium"@en	
<https://w3id.org/pmd/co/PMD_0050064>	<http://www.w3.org/2000/01/rdf-schema#label>	"Silicon Carbide (SiC)"@en	
<https://w3id.org/pmd/co/PMD_0020166>	<http://www.w3.org/2000/01/rdf-schema#label>	"heat (metallurgy)"@en	
<http://purl.obolibrary.org/obo/BFO_0000004>	<http://www.w3.org/2000/01/rdf-schema#label>	"independent continuant"@en	
<https://w3id.org/pmd/co/PMD_0000557>	<http://www.w3.org/2000/01/rdf-schema#label>	"chromatography system"@en	
<https://w3id.org/pmd/co/PMD_0000557>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chromatographiesystem"@de	
<https://w3id.org/pmd/co/PMD_0000788>	<http://www.w3.org/2000/01/rdf-schema#label>	"impact testing process"@en	
<https://w3id.org/pmd/co/PMD_0000788>	<http://www.w3.org/2000/01/rdf-schema#label>	"Schlagprüfverfahren"@de	
<https://w3id.org/pmd/co/PMD_0000854>	<http://www.w3.org/2000/01/rdf-schema#label>	"micrometer gauge"@en	
<https://w3id.org/pmd/co/PMD_0000854>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bügelmessschraube"@de	
<https://w3id.org/pmd/co/PMD_0050050>	<http://www.w3.org/2000/01/rdf-schema#label>	"glass-ceramics"@en	
<https://w3id.org/pmd/co/PMD_0020047>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of phosphorus"@en	
<https://w3id.org/pmd/co/PMD_0000543>	<http://www.w3.org/2000/01/rdf-schema#label>	"calibration device role"@en	
<https://w3id.org/pmd/co/PMD_0000543>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kalibrierungsgeräterolle"@de	
<https://w3id.org/pmd/co/PMD_0000623>	<http://www.w3.org/2000/01/rdf-schema#label>	"electron beam welding machine"@en	
<https://w3id.org/pmd/co/PMD_0000623>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elektronenstrahlschweißmaschine"@de	
<http://purl.obolibrary.org/obo/BFO_0000020>	<http://www.w3.org/2000/01/rdf-schema#label>	"specifically dependent continuant"@en	
<https://w3id.org/pmd/co/PMD_0020033>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of erbium"@en	
<https://w3id.org/pmd/co/PMD_0050049>	<http://www.w3.org/2000/01/rdf-schema#label>	"non-clay ceramics"@en	
<https://w3id.org/pmd/co/PMD_0050027>	<http://www.w3.org/2000/01/rdf-schema#label>	"phenol-formaldehyde resin"@en	
<https://w3id.org/pmd/co/PMD_0000988>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermomechanical treatment"@en	
<https://w3id.org/pmd/co/PMD_0000988>	<http://www.w3.org/2000/01/rdf-schema#label>	"Thermomechanisches Behandeln"@de	
<http://purl.obolibrary.org/obo/IAO_0000030>	<http://www.w3.org/2000/01/rdf-schema#label>	"information content entity"@en	
<http://purl.obolibrary.org/obo/CHEBI_49631>	<http://www.w3.org/2000/01/rdf-schema#label>	"gallium atom"	
<https://w3id.org/pmd/co/PMD_0060009>	<http://www.w3.org/2000/01/rdf-schema#label>	"specification datum"@en	
<https://w3id.org/pmd/co/PMD_0000974>	<http://www.w3.org/2000/01/rdf-schema#label>	"tensile testing process"@en	
<https://w3id.org/pmd/co/PMD_0000974>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zugprüfverfahren"@de	
<https://w3id.org/pmd/co/PMD_0000573>	<http://www.w3.org/2000/01/rdf-schema#label>	"coating from the plastic state"@en	
<https://w3id.org/pmd/co/PMD_0000573>	<http://www.w3.org/2000/01/rdf-schema#label>	"Beschichten Aus Dem Plastischen Zustand"@de	
<http://purl.obolibrary.org/obo/CHEBI_30512>	<http://www.w3.org/2000/01/rdf-schema#label>	"silver atom"	
<http://purl.obolibrary.org/obo/CHEBI_24433>	<http://www.w3.org/2000/01/rdf-schema#label>	"group"	
<https://w3id.org/pmd/co/PMD_0000790>	<http://www.w3.org/2000/01/rdf-schema#label>	"index of refraction"@en	
<https://w3id.org/pmd/co/PMD_0050112>	<http://www.w3.org/2000/01/rdf-schema#label>	"high-temperature resistant glass"@en	
<http://purl.obolibrary.org/obo/CHEBI_28073>	<http://www.w3.org/2000/01/rdf-schema#label>	"chromium atom"	
<https://w3id.org/pmd/co/PMD_0000608>	<http://www.w3.org/2000/01/rdf-schema#label>	"differential thermal analyzer"@en	
<https://w3id.org/pmd/co/PMD_0000608>	<http://www.w3.org/2000/01/rdf-schema#label>	"Differentialthermometer"@de	
<https://w3id.org/pmd/co/PMD_0050019>	<http://www.w3.org/2000/01/rdf-schema#label>	"polyethylene terephthalate"@en	
<https://w3id.org/pmd/co/PMD_0000551>	<http://www.w3.org/2000/01/rdf-schema#label>	"chemical composition"@en	
<https://w3id.org/pmd/co/PMD_0000782>	<http://www.w3.org/2000/01/rdf-schema#label>	"high-performance liquid chromatography process"@en	
<https://w3id.org/pmd/co/PMD_0000782>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hochleistungsflüssigkeitschromatographie Verfahren"@de	
<https://w3id.org/pmd/co/PMD_0050005>	<http://www.w3.org/2000/01/rdf-schema#label>	"polyethylene"@en	
<https://w3id.org/pmd/co/PMD_0020046>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of potassium"@en	
<https://w3id.org/pmd/co/PMD_0000902>	<http://www.w3.org/2000/01/rdf-schema#label>	"primary shaping from the chip or fiber state"@en	
<https://w3id.org/pmd/co/PMD_0000902>	<http://www.w3.org/2000/01/rdf-schema#label>	"Urformen Aus Dem Spanförmigen Oder Faserförmigen Zustand"@de	
<https://w3id.org/pmd/co/PMD_0020126>	<http://www.w3.org/2000/01/rdf-schema#label>	"foam"@en	
<https://w3id.org/pmd/co/PMD_0001013>	<http://www.w3.org/2000/01/rdf-schema#label>	"welding function"@en	
<https://w3id.org/pmd/co/PMD_0001013>	<http://www.w3.org/2000/01/rdf-schema#label>	"Schweißfunktion"@de	
<http://purl.obolibrary.org/obo/CHEBI_33325>	<http://www.w3.org/2000/01/rdf-schema#label>	"radium atom"	
<https://w3id.org/pmd/co/PMD_0000586>	<http://www.w3.org/2000/01/rdf-schema#label>	"corpuscular irradiation"@en	
<http://purl.obolibrary.org/obo/CHEBI_33394>	<http://www.w3.org/2000/01/rdf-schema#label>	"fermium"	
<https://w3id.org/pmd/co/PMD_0020076>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of silver"@en	
<https://w3id.org/pmd/co/PMD_0000987>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermomechanical analysis process"@en	
<https://w3id.org/pmd/co/PMD_0000987>	<http://www.w3.org/2000/01/rdf-schema#label>	"Thermomechanische Analyse-Verfahren"@de	
<https://w3id.org/pmd/co/PMD_0020062>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of bismuth"@en	
<https://w3id.org/pmd/co/PMD_0050078>	<http://www.w3.org/2000/01/rdf-schema#label>	"non-oxide composites"@en	
<https://w3id.org/pmd/co/PMD_0040001>	<http://www.w3.org/2000/01/rdf-schema#label>	"Length"@de	
<http://purl.obolibrary.org/obo/BFO_0000011>	<http://www.w3.org/2000/01/rdf-schema#label>	"spatiotemporal region"@en	
<https://w3id.org/pmd/co/PMD_0000517>	<http://www.w3.org/2000/01/rdf-schema#label>	"application of accoustic wave"@en	
<http://purl.obolibrary.org/obo/CHEBI_33322>	<http://www.w3.org/2000/01/rdf-schema#label>	"rubidium atom"	
<https://w3id.org/pmd/co/PMD_0000572>	<http://www.w3.org/2000/01/rdf-schema#label>	"coating from the liquid state"@en	
<https://w3id.org/pmd/co/PMD_0000572>	<http://www.w3.org/2000/01/rdf-schema#label>	"Beschichten Aus Dem Flüssigen Zustand"@de	
<https://w3id.org/pmd/co/PMD_0000979>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermal conductivity measurement process"@en	
<https://w3id.org/pmd/co/PMD_0000979>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wärmeleitfähigkeitsmessverfahren"@de	
<http://purl.obolibrary.org/obo/OBI_0001933>	<http://www.w3.org/2000/01/rdf-schema#label>	"value specification"	
<https://w3id.org/pmd/co/PMD_0000795>	<http://www.w3.org/2000/01/rdf-schema#label>	"ion exchange chromatography process"@en	
<https://w3id.org/pmd/co/PMD_0000795>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ionenaustauschchromatographie Verfahren"@de	
<https://w3id.org/pmd/co/PMD_0050018>	<http://www.w3.org/2000/01/rdf-schema#label>	"high impact polystyrene"@en	
<https://w3id.org/pmd/co/PMD_0000564>	<http://www.w3.org/2000/01/rdf-schema#label>	"coating application function"@en	
<https://w3id.org/pmd/co/PMD_0000564>	<http://www.w3.org/2000/01/rdf-schema#label>	"Beschichtungsanwendungsfunktion"@de	
<https://w3id.org/pmd/co/PMD_0000781>	<http://www.w3.org/2000/01/rdf-schema#label>	"heat treatment function"@en	
<https://w3id.org/pmd/co/PMD_0000781>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wärmebehandlungsfunktion"@de	
<http://purl.obolibrary.org/obo/BFO_0000203>	<http://www.w3.org/2000/01/rdf-schema#label>	"temporal instant"@en	
<https://w3id.org/pmd/co/PMD_0000637>	<http://www.w3.org/2000/01/rdf-schema#label>	"fatigue testing machine"@en	
<https://w3id.org/pmd/co/PMD_0000637>	<http://www.w3.org/2000/01/rdf-schema#label>	"Materialermüdungsprüfmaschine"@de	
<https://w3id.org/pmd/co/PMD_0000868>	<http://www.w3.org/2000/01/rdf-schema#label>	"natural organic material"@en	
<https://w3id.org/pmd/co/PMD_0020089>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of hafnium"@en	
<https://w3id.org/pmd/co/PMD_0050034>	<http://www.w3.org/2000/01/rdf-schema#label>	"nitrile butadiene rubber"@en	
<https://w3id.org/pmd/co/PMD_0050141>	<http://www.w3.org/2000/01/rdf-schema#label>	"chalcogenide glass"@en	
<https://w3id.org/pmd/co/PMD_0000629>	<http://www.w3.org/2000/01/rdf-schema#label>	"emission of radiation"@en	
<https://w3id.org/pmd/co/PMD_0000580>	<http://www.w3.org/2000/01/rdf-schema#label>	"compression testing machine"@en	
<https://w3id.org/pmd/co/PMD_0000580>	<http://www.w3.org/2000/01/rdf-schema#label>	"Druckprüfmaschine"@de	
<https://w3id.org/pmd/co/PMD_0001004>	<http://www.w3.org/2000/01/rdf-schema#label>	"viscometer"@en	
<https://w3id.org/pmd/co/PMD_0001004>	<http://www.w3.org/2000/01/rdf-schema#label>	"Viskosimeter"@de	
<https://w3id.org/pmd/co/PMD_0020075>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of chlorine"@en	
<https://w3id.org/pmd/co/PMD_0000995>	<http://www.w3.org/2000/01/rdf-schema#label>	"torsion testing process"@en	
<https://w3id.org/pmd/co/PMD_0000995>	<http://www.w3.org/2000/01/rdf-schema#label>	"Torsionsprüfverfahren"@de	
<http://purl.obolibrary.org/obo/CHEBI_49637>	<http://www.w3.org/2000/01/rdf-schema#label>	"hydrogen atom"	
<https://w3id.org/pmd/co/PMD_0000002>	<http://www.w3.org/2000/01/rdf-schema#label>	"engineered material"@en	
<https://w3id.org/pmd/co/PMD_0000511>	<http://www.w3.org/2000/01/rdf-schema#label>	"age"@en	
<https://w3id.org/pmd/co/PMD_0050069>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aluminum Nitride (AlN)"@en	
<https://w3id.org/pmd/co/PMD_0020091>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of oxygen"@en	
<https://w3id.org/pmd/co/PMD_0050118>	<http://www.w3.org/2000/01/rdf-schema#label>	"optical glass"@en	
<https://w3id.org/pmd/co/PMD_0001020>	<http://www.w3.org/2000/01/rdf-schema#label>	"x-ray diffractometer"@en	
<https://w3id.org/pmd/co/PMD_0001020>	<http://www.w3.org/2000/01/rdf-schema#label>	"Röntgenbeugungsgerät"@de	
<http://purl.obolibrary.org/obo/BFO_0000202>	<http://www.w3.org/2000/01/rdf-schema#label>	"temporal interval"@en	
<http://purl.obolibrary.org/obo/BFO_0000040>	<http://www.w3.org/2000/01/rdf-schema#label>	"material entity"@en	
<https://w3id.org/pmd/co/PMD_0000859>	<http://www.w3.org/2000/01/rdf-schema#label>	"milling machine"@en	
<https://w3id.org/pmd/co/PMD_0000859>	<http://www.w3.org/2000/01/rdf-schema#label>	"Fräsmaschine"@de	
<https://w3id.org/pmd/co/PMD_0050104>	<http://www.w3.org/2000/01/rdf-schema#label>	"patterned glass"@en	
<https://w3id.org/pmd/co/PMD_0050099>	<http://www.w3.org/2000/01/rdf-schema#label>	"tricalcium phosphate"@en	
<https://w3id.org/pmd/co/PMD_0000628>	<http://www.w3.org/2000/01/rdf-schema#label>	"emission of corpuscular radiation"@en	
<http://purl.obolibrary.org/obo/IAO_0000109>	<http://www.w3.org/2000/01/rdf-schema#label>	"measurement datum"@en	
<https://w3id.org/pmd/co/PMD_0000524>	<http://www.w3.org/2000/01/rdf-schema#label>	"assembling process"@en	
<https://w3id.org/pmd/co/PMD_0000524>	<http://www.w3.org/2000/01/rdf-schema#label>	"Assemblierungsprozess"@de	
<https://w3id.org/pmd/co/PMD_0000889>	<http://www.w3.org/2000/01/rdf-schema#label>	"pore growth"@en	
<https://w3id.org/pmd/co/PMD_0050085>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnetic ceramics (ferrites)"@en	
<https://w3id.org/pmd/co/PMD_0050082>	<http://www.w3.org/2000/01/rdf-schema#label>	"dielectric ceramics"@en	
<http://purl.obolibrary.org/obo/CHEBI_33359>	<http://www.w3.org/2000/01/rdf-schema#label>	"rhodium atom"	
<http://purl.obolibrary.org/obo/CHEBI_49666>	<http://www.w3.org/2000/01/rdf-schema#label>	"iridium atom"	
<https://w3id.org/pmd/co/PMD_0000578>	<http://www.w3.org/2000/01/rdf-schema#label>	"compounding"@en	
<https://w3id.org/pmd/co/PMD_0000578>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zusammensetzen"@de	
<http://purl.obolibrary.org/obo/CHEBI_26833>	<http://www.w3.org/2000/01/rdf-schema#label>	"sulfur atom"	
<https://w3id.org/pmd/co/PMD_0000658>	<http://www.w3.org/2000/01/rdf-schema#label>	"gel permeation chromatography process"@en	
<https://w3id.org/pmd/co/PMD_0000658>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gel-Permeations-Chromatographie Verfahren"@de	
<https://w3id.org/pmd/co/PMD_0000875>	<http://www.w3.org/2000/01/rdf-schema#label>	"optical microscopy"@en	
<https://w3id.org/pmd/co/PMD_0000875>	<http://www.w3.org/2000/01/rdf-schema#label>	"Optische Mikroskopie"@de	
<https://w3id.org/pmd/co/PMD_0000875>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ein Mikroskopieverfahren, das sichtbares Licht und Linsen verwendet, um eine Probe zu vergrößern und abzubilden, und weit verbreitet zur Untersuchung der Mikrostruktur und Morphologie von Materialien ist."@de	
<https://w3id.org/pmd/co/PMD_0020096>	<http://www.w3.org/2000/01/rdf-schema#label>	"steel"@en	
<http://purl.obolibrary.org/obo/CHEBI_23367>	<http://www.w3.org/2000/01/rdf-schema#label>	"molecular entity"	
<https://w3id.org/pmd/co/PMD_0000023>	<http://www.w3.org/2000/01/rdf-schema#label>	"scalar measurement datum"@en	
<https://w3id.org/pmd/co/PMD_0000644>	<http://www.w3.org/2000/01/rdf-schema#label>	"force measuring function"@en	
<https://w3id.org/pmd/co/PMD_0000644>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kraftmessfunktion"@de	
<https://w3id.org/pmd/co/PMD_0000803>	<http://www.w3.org/2000/01/rdf-schema#label>	"irradiation device"@en	
<https://w3id.org/pmd/co/PMD_0000803>	<http://www.w3.org/2000/01/rdf-schema#label>	"Irradiationsgerät"@de	
<http://purl.obolibrary.org/obo/CHEBI_30217>	<http://www.w3.org/2000/01/rdf-schema#label>	"helium atom"	
<https://w3id.org/pmd/co/PMD_0000641>	<http://www.w3.org/2000/01/rdf-schema#label>	"filling"@en	
<https://w3id.org/pmd/co/PMD_0000641>	<http://www.w3.org/2000/01/rdf-schema#label>	"Füllen"@de	
<https://w3id.org/pmd/co/PMD_0000907>	<http://www.w3.org/2000/01/rdf-schema#label>	"primary shaping from the plastic state"@en	
<https://w3id.org/pmd/co/PMD_0000907>	<http://www.w3.org/2000/01/rdf-schema#label>	"Urformen Aus Dem Plastischen Zustand"@de	
<https://w3id.org/pmd/co/PMD_0050098>	<http://www.w3.org/2000/01/rdf-schema#label>	"bioresorbable ceramics"@en	
<https://w3id.org/pmd/co/PMD_0001018>	<http://www.w3.org/2000/01/rdf-schema#label>	"x-ray microanalysis"@en	
<https://w3id.org/pmd/co/PMD_0001018>	<http://www.w3.org/2000/01/rdf-schema#label>	"Röntgen-Mikroanalyse"@de	
<http://purl.obolibrary.org/obo/CHEBI_194531>	<http://www.w3.org/2000/01/rdf-schema#label>	"flerovium atom"	
<https://w3id.org/pmd/co/PMD_0020131>	<http://www.w3.org/2000/01/rdf-schema#label>	"intensive quality"@en	
<https://w3id.org/pmd/co/PMD_0050147>	<http://www.w3.org/2000/01/rdf-schema#label>	"phosphate-based bioactive glass"@en	
<http://purl.obolibrary.org/obo/CHEBI_22927>	<http://www.w3.org/2000/01/rdf-schema#label>	"bromine atom"	
<https://w3id.org/pmd/co/PMD_0000888>	<http://www.w3.org/2000/01/rdf-schema#label>	"polymer"@en	
<https://w3id.org/pmd/co/PMD_0000937>	<http://www.w3.org/2000/01/rdf-schema#label>	"soldering device"@en	
<https://w3id.org/pmd/co/PMD_0000937>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lötgerät"@de	
<https://w3id.org/pmd/co/PMD_0000775>	<http://www.w3.org/2000/01/rdf-schema#label>	"hardness testing machine"@en	
<https://w3id.org/pmd/co/PMD_0000775>	<http://www.w3.org/2000/01/rdf-schema#label>	"Härteprüfmaschine"@de	
<https://w3id.org/pmd/co/PMD_0050133>	<http://www.w3.org/2000/01/rdf-schema#label>	"functional glass"@en	
<https://w3id.org/pmd/co/PMD_0000992>	<http://www.w3.org/2000/01/rdf-schema#label>	"time series"@en	
<http://purl.obolibrary.org/obo/CHEBI_24061>	<http://www.w3.org/2000/01/rdf-schema#label>	"fluorine atom"	
<http://purl.obolibrary.org/obo/IAO_0000078>	<http://www.w3.org/2000/01/rdf-schema#label>	"curation status specification"@en	
<https://w3id.org/pmd/co/PMD_0020152>	<http://www.w3.org/2000/01/rdf-schema#label>	"component"@en	
<http://purl.obolibrary.org/obo/CHEBI_27638>	<http://www.w3.org/2000/01/rdf-schema#label>	"cobalt atom"	
<https://w3id.org/pmd/co/PMD_0000522>	<http://www.w3.org/2000/01/rdf-schema#label>	"application of mechanical load"@en	
<https://w3id.org/pmd/co/PMD_0000657>	<http://www.w3.org/2000/01/rdf-schema#label>	"gas chromatography system"@en	
<https://w3id.org/pmd/co/PMD_0000657>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gaschromatographiesystem"@de	
<https://w3id.org/pmd/co/PMD_0000923>	<http://www.w3.org/2000/01/rdf-schema#label>	"pair of scissors"@en	
<https://w3id.org/pmd/co/PMD_0000923>	<http://www.w3.org/2000/01/rdf-schema#label>	"Schere"@de	
<https://w3id.org/pmd/co/PMD_0020144>	<http://www.w3.org/2000/01/rdf-schema#label>	"product (chemical reaction)"@en	
<https://w3id.org/pmd/co/PMD_0000022>	<http://www.w3.org/2000/01/rdf-schema#label>	"scalar value specification"@en	
<https://w3id.org/pmd/co/PMD_0000538>	<http://www.w3.org/2000/01/rdf-schema#label>	"bulk"@en	
<https://w3id.org/pmd/co/PMD_0000599>	<http://www.w3.org/2000/01/rdf-schema#label>	"department role"@en	
<http://purl.obolibrary.org/obo/CHEBI_33357>	<http://www.w3.org/2000/01/rdf-schema#label>	"hassium atom"	
<https://w3id.org/pmd/co/PMD_0000915>	<http://www.w3.org/2000/01/rdf-schema#label>	"responding process"@en	
<https://w3id.org/pmd/co/PMD_0050042>	<http://www.w3.org/2000/01/rdf-schema#label>	"clay-based ceramics"@en	
<https://w3id.org/pmd/co/PMD_0020025>	<http://www.w3.org/2000/01/rdf-schema#label>	"pure substance"@en	
<https://w3id.org/pmd/co/PMD_0050146>	<http://www.w3.org/2000/01/rdf-schema#label>	"S53P4 Bioglass"@en	
<https://w3id.org/pmd/co/PMD_0050020>	<http://www.w3.org/2000/01/rdf-schema#label>	"Amorphous PET (APET)"@en	
<http://purl.obolibrary.org/obo/CHEBI_33343>	<http://www.w3.org/2000/01/rdf-schema#label>	"hafnium atom"	
<https://w3id.org/pmd/co/PMD_0000936>	<http://www.w3.org/2000/01/rdf-schema#label>	"slide"@en	
<https://w3id.org/pmd/co/PMD_0000936>	<http://www.w3.org/2000/01/rdf-schema#label>	"Schlitten"@de	
<https://w3id.org/pmd/co/PMD_0000774>	<http://www.w3.org/2000/01/rdf-schema#label>	"hardness tester"@en	
<https://w3id.org/pmd/co/PMD_0000774>	<http://www.w3.org/2000/01/rdf-schema#label>	"Härteprüfgerät"@de	
<https://w3id.org/pmd/co/PMD_0050096>	<http://www.w3.org/2000/01/rdf-schema#label>	"hydroxyapatite"@en	
<https://w3id.org/pmd/co/PMD_0050138>	<http://www.w3.org/2000/01/rdf-schema#label>	"iron-borosilicate glass"@en	
<https://w3id.org/pmd/co/PMD_0000832>	<http://www.w3.org/2000/01/rdf-schema#label>	"manufacturing function"@en	
<https://w3id.org/pmd/co/PMD_0000832>	<http://www.w3.org/2000/01/rdf-schema#label>	"Fertigungsfunktion"@de	
<https://w3id.org/pmd/co/PMD_0000521>	<http://www.w3.org/2000/01/rdf-schema#label>	"application of magnetic field"@en	
<https://w3id.org/pmd/co/PMD_0000601>	<http://www.w3.org/2000/01/rdf-schema#label>	"deterministic simulation"@en	
<https://w3id.org/pmd/co/PMD_0000817>	<http://www.w3.org/2000/01/rdf-schema#label>	"lasercutter"@en	
<https://w3id.org/pmd/co/PMD_0000817>	<http://www.w3.org/2000/01/rdf-schema#label>	"Laserschneider"@de	
<https://w3id.org/pmd/co/PMD_0000810>	<http://www.w3.org/2000/01/rdf-schema#label>	"Fügen Durch Schweißen"@de	
<https://w3id.org/pmd/co/PMD_0000810>	<http://www.w3.org/2000/01/rdf-schema#label>	"joining by welding"@en	
<https://w3id.org/pmd/co/PMD_0000928>	<http://www.w3.org/2000/01/rdf-schema#label>	"shear testing machine"@en	
<https://w3id.org/pmd/co/PMD_0000928>	<http://www.w3.org/2000/01/rdf-schema#label>	"Schubprüfmaschine"@de	
<https://w3id.org/pmd/co/PMD_0000966>	<http://www.w3.org/2000/01/rdf-schema#label>	"surface profilometer"@en	
<https://w3id.org/pmd/co/PMD_0000966>	<http://www.w3.org/2000/01/rdf-schema#label>	"Oberflächenprofilometer"@de	
<https://w3id.org/pmd/co/PMD_0000655>	<http://www.w3.org/2000/01/rdf-schema#label>	"furnace"@en	
<https://w3id.org/pmd/co/PMD_0000655>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ofen"@de	
<https://w3id.org/pmd/co/PMD_0000504>	<http://www.w3.org/2000/01/rdf-schema#label>	"ab initio molecular dynamics simulation"@en	
<https://w3id.org/pmd/co/PMD_0000504>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ab Initio MD Simulation"@de	
<http://purl.obolibrary.org/obo/CHEBI_27560>	<http://www.w3.org/2000/01/rdf-schema#label>	"boron atom"	
<http://purl.obolibrary.org/obo/CHEBI_30441>	<http://www.w3.org/2000/01/rdf-schema#label>	"germanium atom"	
<https://w3id.org/pmd/co/PMD_0000952>	<http://www.w3.org/2000/01/rdf-schema#label>	"strength"@en	
<https://w3id.org/pmd/co/PMD_0020038>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of nitrogen"@en	
<https://w3id.org/pmd/co/PMD_0000051>	<http://www.w3.org/2000/01/rdf-schema#label>	"simulation entity role"@en	
